date,temperature,humidity,luminosity
2020-12-03 16:24:36.017,19.0,13.4,177
2020-12-03 16:24:33.739,19.0,13.4,178
2020-12-03 16:24:31.462,19.0,13.4,178
2020-12-03 16:24:29.185,19.0,13.4,179
2020-12-03 16:24:26.907,19.0,13.4,178
2020-12-03 16:24:24.626,19.0,13.4,179
2020-12-03 16:24:22.348,19.0,13.4,158
2020-12-03 16:24:20.071,19.0,13.5,160
2020-12-03 16:24:17.794,19.0,13.5,161
2020-12-03 16:24:15.517,19.0,13.5,159
2020-12-03 16:24:13.235,19.0,13.6,159
2020-12-03 16:24:10.958,19.0,13.6,160
2020-12-03 16:24:08.681,19.0,13.6,160
2020-12-03 16:24:06.403,19.0,13.6,160
2020-12-03 16:24:04.122,19.0,13.6,161
2020-12-03 16:24:01.845,19.0,13.6,156
2020-12-03 16:23:59.567,19.0,13.6,149
2020-12-03 16:23:57.290,19.0,13.6,186
2020-12-03 16:23:55.013,18.9,13.6,191
2020-12-03 16:23:52.731,18.9,13.7,192
2020-12-03 16:23:50.454,19.0,13.7,192
2020-12-03 16:23:48.176,18.9,13.6,192
2020-12-03 16:23:45.899,18.9,13.7,191
2020-12-03 16:23:43.622,19.0,13.6,192
2020-12-03 16:23:41.340,19.0,13.7,192
2020-12-03 16:23:39.063,18.9,13.7,192
2020-12-03 16:23:36.786,18.9,13.7,192
2020-12-03 16:23:34.508,18.9,13.8,192
2020-12-03 16:23:32.231,18.9,13.8,192
2020-12-03 16:23:29.950,18.9,13.8,192
2020-12-03 16:23:27.672,18.9,13.8,192
2020-12-03 16:23:25.395,18.9,13.8,192
2020-12-03 16:23:23.117,18.9,13.8,190
2020-12-03 16:23:20.836,18.9,13.8,191
2020-12-03 16:23:18.559,18.9,13.9,192
2020-12-03 16:23:16.281,18.9,13.9,192
2020-12-03 16:23:14.004,18.9,13.9,192
2020-12-03 16:23:11.727,18.9,13.9,192
2020-12-03 16:23:09.445,18.9,13.9,191
2020-12-03 16:23:07.168,18.9,13.9,192
2020-12-03 16:23:04.891,18.9,13.9,191
2020-12-03 16:23:02.613,18.9,13.9,192
2020-12-03 16:23:00.332,18.9,13.9,192
2020-12-03 16:22:58.054,18.9,13.9,191
2020-12-03 16:22:55.777,18.9,13.9,190
2020-12-03 16:22:53.500,18.9,13.9,191
2020-12-03 16:22:51.222,18.9,14.0,191
2020-12-03 16:22:48.941,18.9,14.0,190
2020-12-03 16:22:46.664,18.9,14.0,191
2020-12-03 16:22:44.386,18.8,14.0,191
2020-12-03 16:22:42.109,18.8,14.0,192
2020-12-03 16:22:39.832,18.8,14.1,192
2020-12-03 16:22:37.550,18.8,14.1,191
2020-12-03 16:22:35.273,18.8,14.1,164
2020-12-03 16:22:32.996,18.8,14.1,174
2020-12-03 16:22:30.718,18.8,14.2,175
2020-12-03 16:22:28.441,18.8,14.2,175
2020-12-03 16:22:26.159,18.7,14.2,176
2020-12-03 16:22:23.882,18.8,14.2,186
2020-12-03 16:22:21.605,18.7,14.2,181
2020-12-03 16:22:19.327,18.7,14.2,181
2020-12-03 16:22:17.046,18.7,14.3,185
2020-12-03 16:22:14.769,18.7,14.3,185
2020-12-03 16:22:12.492,18.7,14.2,185
2020-12-03 16:22:10.214,18.7,14.2,185
2020-12-03 16:22:07.933,18.7,14.1,184
2020-12-03 16:22:05.656,18.7,14.0,182
2020-12-03 16:22:03.378,18.7,14.0,181
2020-12-03 16:22:01.101,18.7,14.1,185
2020-12-03 16:21:58.824,18.7,14.1,172
2020-12-03 16:21:56.542,18.7,14.1,176
2020-12-03 16:21:54.265,18.7,14.1,177
2020-12-03 16:21:51.987,18.7,14.1,179
2020-12-03 16:21:49.710,18.6,14.1,180
2020-12-03 16:21:47.433,18.6,14.1,181
2020-12-03 16:21:45.151,18.6,14.2,182
2020-12-03 16:21:42.874,18.6,14.2,185
2020-12-03 16:21:40.597,18.6,14.3,185
2020-12-03 16:21:38.319,18.6,14.2,186
2020-12-03 16:21:36.038,18.6,14.2,185
2020-12-03 16:21:33.760,18.6,14.2,186
2020-12-03 16:21:31.483,18.6,14.1,185
2020-12-03 16:21:29.206,18.6,14.1,186
2020-12-03 16:21:26.928,18.5,14.1,186
2020-12-03 16:21:24.647,18.5,14.1,185
2020-12-03 16:21:22.370,18.5,14.0,186
2020-12-03 16:21:20.092,18.5,14.0,185
2020-12-03 16:21:17.815,18.5,13.9,186
2020-12-03 16:21:15.538,18.5,13.9,186
2020-12-03 16:21:13.256,18.5,13.9,183
2020-12-03 16:21:10.978,18.5,13.9,181
2020-12-03 16:21:08.701,18.5,13.8,183
2020-12-03 16:21:06.424,18.5,13.9,185
2020-12-03 16:21:04.146,18.5,13.8,185
2020-12-03 16:21:01.865,18.5,13.9,172
2020-12-03 16:20:59.588,18.5,13.9,191
2020-12-03 16:20:57.310,18.4,13.8,192
2020-12-03 16:20:55.033,18.4,13.8,192
2020-12-03 16:20:52.756,18.5,13.9,191
2020-12-03 16:20:50.474,18.5,14.0,192
2020-12-03 16:20:48.197,18.4,13.9,192
2020-12-03 16:20:45.919,18.4,14.0,191
2020-12-03 16:20:43.642,18.4,14.0,192
2020-12-03 16:20:41.365,18.4,14.0,192
2020-12-03 16:20:39.083,18.4,14.0,192
2020-12-03 16:20:36.806,18.4,14.0,192
2020-12-03 16:20:34.529,18.4,14.0,192
2020-12-03 16:20:32.251,18.4,14.1,191
2020-12-03 16:20:29.974,18.4,14.0,192
2020-12-03 16:20:27.697,18.3,14.0,191
2020-12-03 16:20:25.415,18.3,14.0,192
2020-12-03 16:20:23.138,18.3,13.9,192
2020-12-03 16:20:20.861,18.3,13.9,191
2020-12-03 16:20:18.583,18.3,13.9,192
2020-12-03 16:20:16.306,18.3,13.9,191
2020-12-03 16:20:14.025,18.3,13.9,191
2020-12-03 16:20:11.748,18.3,13.9,191
2020-12-03 16:20:09.470,18.3,13.9,192
2020-12-03 16:20:07.193,18.3,13.9,191
2020-12-03 16:20:04.912,18.3,13.9,192
2020-12-03 16:20:02.634,18.2,13.9,191
2020-12-03 16:20:00.357,18.2,13.9,191
2020-12-03 16:19:58.080,18.3,14.0,192
2020-12-03 16:19:55.802,18.2,13.9,192
2020-12-03 16:19:53.521,18.2,13.9,191
2020-12-03 16:19:51.243,18.2,13.9,192
2020-12-03 16:19:48.966,18.2,13.9,192
2020-12-03 16:19:46.689,18.2,13.9,191
2020-12-03 16:19:44.411,18.2,13.9,192
2020-12-03 16:19:42.130,18.2,13.9,191
2020-12-03 16:19:39.853,18.2,13.9,191
2020-12-03 16:19:37.575,18.1,13.9,184
2020-12-03 16:19:35.298,18.1,13.9,185
2020-12-03 16:19:33.021,18.1,13.9,185
2020-12-03 16:19:30.739,18.1,13.9,185
2020-12-03 16:19:28.462,18.1,13.8,185
2020-12-03 16:19:26.185,18.1,13.8,185
2020-12-03 16:19:23.907,18.1,13.8,185
2020-12-03 16:19:21.630,18.1,13.7,185
2020-12-03 16:19:19.348,18.0,13.6,185
2020-12-03 16:19:17.071,18.0,13.6,185
2020-12-03 16:19:14.794,18.0,13.6,184
2020-12-03 16:19:12.516,18.1,13.5,183
2020-12-03 16:19:10.238,18.0,13.4,177
2020-12-03 16:19:07.957,18.0,13.4,182
2020-12-03 16:19:05.680,18.0,13.4,182
2020-12-03 16:19:03.402,18.0,13.4,183
2020-12-03 16:19:01.125,18.0,13.3,183
2020-12-03 16:18:58.848,18.1,13.3,182
2020-12-03 16:18:56.566,18.1,13.2,181
2020-12-03 16:18:54.289,18.1,13.2,183
2020-12-03 16:18:52.012,18.1,13.2,167
2020-12-03 16:18:49.734,18.0,13.1,189
2020-12-03 16:18:47.457,18.0,13.1,183
2020-12-03 16:18:45.175,17.9,13.0,184
2020-12-03 16:18:42.898,17.9,13.0,184
2020-12-03 16:18:40.621,18.0,13.0,183
2020-12-03 16:18:38.343,18.2,13.1,189
2020-12-03 16:18:36.062,18.4,13.2,184
2020-12-03 16:18:33.785,18.5,13.2,173
2020-12-03 16:18:31.507,18.6,13.2,182
2020-12-03 16:18:29.230,18.6,13.2,182
2020-12-03 16:18:26.953,18.6,13.3,181
2020-12-03 16:18:24.671,18.6,13.2,182
2020-12-03 16:18:22.394,18.6,13.3,182
2020-12-03 16:18:20.117,18.6,13.3,182
2020-12-03 16:18:17.839,18.6,13.3,183
2020-12-03 16:18:15.562,18.6,13.3,182
2020-12-03 16:18:13.280,18.6,13.3,190
2020-12-03 16:18:11.003,18.5,13.3,187
2020-12-03 16:18:08.726,18.6,13.3,185
2020-12-03 16:18:06.448,18.6,13.3,185
2020-12-03 16:18:04.167,18.6,13.3,185
2020-12-03 16:18:01.889,18.5,13.3,185
2020-12-03 16:17:59.612,18.5,13.3,184
2020-12-03 16:17:57.335,18.6,13.2,190
2020-12-03 16:17:55.053,18.5,13.3,181
2020-12-03 16:17:52.776,18.6,13.2,181
2020-12-03 16:17:50.499,18.5,13.2,190
2020-12-03 16:17:48.221,18.5,13.2,190
2020-12-03 16:17:45.944,18.5,13.2,190
2020-12-03 16:17:43.663,18.5,13.2,190
2020-12-03 16:17:41.385,18.5,13.2,190
2020-12-03 16:17:39.108,18.5,13.2,189
2020-12-03 16:17:36.830,18.5,13.2,172
2020-12-03 16:17:34.549,18.6,13.2,191
2020-12-03 16:17:32.272,18.5,13.2,192
2020-12-03 16:17:29.994,18.5,13.2,191
2020-12-03 16:17:27.717,18.5,13.2,191
2020-12-03 16:17:25.440,18.6,13.2,191
2020-12-03 16:17:23.158,18.6,13.2,191
2020-12-03 16:17:20.881,18.6,13.2,191
2020-12-03 16:17:18.604,18.7,13.2,191
2020-12-03 16:17:16.326,18.7,13.3,191
2020-12-03 16:17:14.049,18.8,13.3,191
2020-12-03 16:17:11.767,18.8,13.3,191
2020-12-03 16:17:09.490,18.8,13.3,191
2020-12-03 16:17:07.213,18.8,13.3,192
2020-12-03 16:17:04.935,18.8,13.3,191
2020-12-03 16:17:02.658,18.8,13.3,191
2020-12-03 16:17:00.377,18.8,13.3,191
2020-12-03 16:16:58.099,18.8,13.4,191
2020-12-03 16:16:55.822,18.9,13.5,191
2020-12-03 16:16:53.545,18.8,13.4,191
2020-12-03 16:16:51.267,18.8,13.4,191
2020-12-03 16:16:48.986,18.8,13.4,191
2020-12-03 16:16:46.708,18.8,13.4,191
2020-12-03 16:16:44.431,18.8,13.4,190
2020-12-03 16:16:42.154,18.8,13.5,191
2020-12-03 16:16:39.877,18.8,13.5,192
2020-12-03 16:16:37.595,18.8,13.5,191
2020-12-03 16:16:35.318,18.8,13.5,191
2020-12-03 16:16:33.040,18.8,13.5,191
2020-12-03 16:16:30.763,18.8,13.5,192
2020-12-03 16:16:28.486,18.8,13.5,191
2020-12-03 16:16:26.204,18.8,13.5,191
2020-12-03 16:16:23.927,18.8,13.5,191
2020-12-03 16:16:21.650,18.8,13.6,191
2020-12-03 16:16:19.372,18.8,13.6,191
2020-12-03 16:16:17.095,18.8,13.6,191
2020-12-03 16:16:14.813,18.8,13.7,191
2020-12-03 16:16:12.536,18.8,13.7,191
2020-12-03 16:16:10.259,18.8,13.7,191
2020-12-03 16:16:07.981,18.7,13.8,191
2020-12-03 16:16:05.704,18.8,13.8,191
2020-12-03 16:16:03.423,18.7,13.8,191
2020-12-03 16:16:01.145,18.7,13.8,191
2020-12-03 16:15:58.868,18.7,13.9,191
2020-12-03 16:15:56.591,18.7,13.9,165
2020-12-03 16:15:54.309,18.7,13.9,184
2020-12-03 16:15:52.032,18.7,13.9,185
2020-12-03 16:15:49.755,18.7,13.9,185
2020-12-03 16:15:47.477,18.7,13.9,185
2020-12-03 16:15:45.200,18.7,13.9,187
2020-12-03 16:15:42.918,18.7,13.9,186
2020-12-03 16:15:40.641,18.6,13.8,187
2020-12-03 16:15:38.364,18.6,13.8,186
2020-12-03 16:15:36.086,18.6,13.7,186
2020-12-03 16:15:33.809,18.6,13.7,186
2020-12-03 16:15:31.528,18.6,13.7,186
2020-12-03 16:15:29.250,18.6,13.7,186
2020-12-03 16:15:26.973,18.6,13.7,186
2020-12-03 16:15:24.696,18.6,13.7,186
2020-12-03 16:15:22.418,18.6,13.7,185
2020-12-03 16:15:20.137,18.6,13.6,184
2020-12-03 16:15:17.860,18.6,13.6,185
2020-12-03 16:15:15.582,18.6,13.6,186
2020-12-03 16:15:13.305,18.6,13.6,186
2020-12-03 16:15:11.028,18.6,13.6,186
2020-12-03 16:15:08.746,18.6,13.6,186
2020-12-03 16:15:06.469,18.6,13.6,186
2020-12-03 16:15:04.192,18.6,13.6,186
2020-12-03 16:15:01.915,18.5,13.7,186
2020-12-03 16:14:59.638,18.6,13.7,185
2020-12-03 16:14:57.360,18.6,13.7,186
2020-12-03 16:14:55.079,18.6,13.7,186
2020-12-03 16:14:52.801,18.6,13.7,186
2020-12-03 16:14:50.524,18.5,13.7,187
2020-12-03 16:14:48.247,18.5,13.7,186
2020-12-03 16:14:45.969,18.5,13.7,185
2020-12-03 16:14:43.688,18.5,13.6,186
2020-12-03 16:14:41.411,18.5,13.6,182
2020-12-03 16:14:39.133,18.5,13.6,165
2020-12-03 16:14:36.856,18.5,13.6,166
2020-12-03 16:14:34.579,18.5,13.6,165
2020-12-03 16:14:32.297,18.5,13.6,165
2020-12-03 16:14:30.020,18.5,13.6,166
2020-12-03 16:14:27.742,18.5,13.6,167
2020-12-03 16:14:25.465,18.5,13.6,164
2020-12-03 16:14:23.188,18.4,13.6,187
2020-12-03 16:14:20.910,18.4,13.6,181
2020-12-03 16:14:18.629,18.5,13.7,182
2020-12-03 16:14:16.352,18.4,13.6,182
2020-12-03 16:14:14.074,18.5,13.7,183
2020-12-03 16:14:11.797,18.4,13.6,183
2020-12-03 16:14:09.520,18.4,13.6,184
2020-12-03 16:14:07.242,18.4,13.6,185
2020-12-03 16:14:04.961,18.4,13.6,184
2020-12-03 16:14:02.683,18.4,13.6,170
2020-12-03 16:14:00.406,18.4,13.6,167
2020-12-03 16:13:58.129,18.4,13.6,187
2020-12-03 16:13:55.851,18.4,13.6,190
2020-12-03 16:13:53.574,18.4,13.7,187
2020-12-03 16:13:51.293,18.4,13.7,187
2020-12-03 16:13:49.015,18.3,13.7,187
2020-12-03 16:13:46.738,18.3,13.7,186
2020-12-03 16:13:44.461,18.3,13.7,187
2020-12-03 16:13:42.183,18.3,13.7,186
2020-12-03 16:13:39.906,18.3,13.7,187
2020-12-03 16:13:37.624,18.3,13.6,186
2020-12-03 16:13:35.347,18.3,13.6,185
2020-12-03 16:13:33.070,18.3,13.5,183
2020-12-03 16:13:30.792,18.3,13.5,182
2020-12-03 16:13:28.511,18.3,13.4,182
2020-12-03 16:13:26.234,18.2,13.3,171
2020-12-03 16:13:23.956,18.3,13.3,171
2020-12-03 16:13:21.679,18.3,13.2,183
2020-12-03 16:13:19.398,18.2,13.2,179
2020-12-03 16:13:17.120,18.2,13.1,187
2020-12-03 16:13:14.843,18.2,13.1,189
2020-12-03 16:13:12.566,18.2,13.1,184
2020-12-03 16:13:10.288,18.2,13.1,185
2020-12-03 16:13:08.007,18.2,13.1,181
2020-12-03 16:13:05.729,18.2,13.1,181
2020-12-03 16:13:03.452,18.4,13.2,183
2020-12-03 16:13:01.174,18.5,13.3,183
2020-12-03 16:12:58.897,18.6,13.3,186
2020-12-03 16:12:56.616,18.7,13.4,186
2020-12-03 16:12:54.338,18.7,13.4,186
2020-12-03 16:12:52.061,18.7,13.4,185
2020-12-03 16:12:49.784,18.8,13.4,186
2020-12-03 16:12:47.506,18.8,13.4,186
2020-12-03 16:12:45.225,18.8,13.4,185
2020-12-03 16:12:42.948,18.8,13.4,185
2020-12-03 16:12:40.670,18.8,13.4,185
2020-12-03 16:12:38.393,18.8,13.4,186
2020-12-03 16:12:36.116,18.8,13.4,186
2020-12-03 16:12:33.834,18.8,13.4,185
2020-12-03 16:12:31.557,18.8,13.4,184
2020-12-03 16:12:29.279,18.8,13.5,185
2020-12-03 16:12:27.002,18.8,13.5,185
2020-12-03 16:12:24.725,18.8,13.4,187
2020-12-03 16:12:22.443,18.8,13.5,189
2020-12-03 16:12:20.166,18.7,13.4,190
2020-12-03 16:12:17.889,18.7,13.4,189
2020-12-03 16:12:15.611,18.7,13.4,189
2020-12-03 16:12:13.334,18.8,13.5,191
2020-12-03 16:12:11.053,18.7,13.4,190
2020-12-03 16:12:08.775,18.7,13.4,190
2020-12-03 16:12:06.498,18.7,13.5,185
2020-12-03 16:12:04.221,18.7,13.5,190
2020-12-03 16:12:01.939,18.7,13.5,189
2020-12-03 16:11:59.662,18.7,13.5,189
2020-12-03 16:11:57.385,18.7,13.5,190
2020-12-03 16:11:55.108,18.7,13.5,190
2020-12-03 16:11:52.830,18.8,13.5,186
2020-12-03 16:11:50.549,18.7,13.5,186
2020-12-03 16:11:48.272,18.7,13.6,191
2020-12-03 16:11:45.994,18.7,13.6,191
2020-12-03 16:11:43.717,18.7,13.6,191
2020-12-03 16:11:41.440,18.7,13.6,192
2020-12-03 16:11:39.158,18.7,13.6,191
2020-12-03 16:11:36.881,18.7,13.6,191
2020-12-03 16:11:34.603,18.7,13.6,191
2020-12-03 16:11:32.326,18.7,13.6,191
2020-12-03 16:11:30.049,18.7,13.6,191
2020-12-03 16:11:27.767,18.7,13.6,191
2020-12-03 16:11:25.490,18.8,13.6,191
2020-12-03 16:11:23.213,18.8,13.6,191
2020-12-03 16:11:20.935,18.8,13.7,191
2020-12-03 16:11:18.658,18.8,13.7,191
2020-12-03 16:11:16.377,18.8,13.7,191
2020-12-03 16:11:14.099,18.8,13.7,191
2020-12-03 16:11:11.822,18.8,13.7,191
2020-12-03 16:11:09.544,18.8,13.7,191
2020-12-03 16:11:07.267,18.8,13.7,191
2020-12-03 16:11:04.986,18.8,13.7,191
2020-12-03 16:11:02.708,18.8,13.7,191
2020-12-03 16:11:00.431,18.8,13.8,191
2020-12-03 16:10:58.153,18.8,13.8,191
2020-12-03 16:10:55.875,18.8,13.8,191
2020-12-03 16:10:53.594,18.8,13.8,191
2020-12-03 16:10:51.317,18.8,13.9,191
2020-12-03 16:10:49.039,18.8,13.9,191
2020-12-03 16:10:46.762,18.8,14.0,191
2020-12-03 16:10:44.485,18.8,14.0,191
2020-12-03 16:10:42.203,18.8,14.1,191
2020-12-03 16:10:39.926,18.8,14.2,191
2020-12-03 16:10:37.649,18.8,14.3,191
2020-12-03 16:10:35.371,18.8,14.3,190
2020-12-03 16:10:33.090,18.8,14.4,190
2020-12-03 16:10:30.813,18.8,14.4,189
2020-12-03 16:10:28.535,18.7,14.4,186
2020-12-03 16:10:26.258,18.7,14.4,186
2020-12-03 16:10:23.980,18.7,14.4,186
2020-12-03 16:10:21.699,18.7,14.4,186
2020-12-03 16:10:19.422,18.7,14.4,183
2020-12-03 16:10:17.144,18.7,14.3,185
2020-12-03 16:10:14.867,18.7,14.1,184
2020-12-03 16:10:12.590,18.7,13.9,184
2020-12-03 16:10:10.308,18.7,13.8,184
2020-12-03 16:10:08.031,18.7,13.8,184
2020-12-03 16:10:05.754,18.7,13.7,185
2020-12-03 16:10:03.476,18.7,13.5,185
2020-12-03 16:10:01.195,18.7,13.5,185
2020-12-03 16:09:58.917,18.7,13.5,185
2020-12-03 16:09:56.641,18.7,13.5,172
2020-12-03 16:09:54.363,18.7,13.5,169
2020-12-03 16:09:52.086,18.7,13.5,185
2020-12-03 16:09:49.805,18.7,13.6,189
2020-12-03 16:09:47.527,18.7,13.6,190
2020-12-03 16:09:45.250,18.7,13.6,189
2020-12-03 16:09:42.973,18.6,13.5,190
2020-12-03 16:09:40.695,18.6,13.5,190
2020-12-03 16:09:38.414,18.6,13.5,190
2020-12-03 16:09:36.136,18.6,13.5,190
2020-12-03 16:09:33.859,18.7,13.5,190
2020-12-03 16:09:31.582,18.6,13.4,190
2020-12-03 16:09:29.304,18.6,13.2,190
2020-12-03 16:09:27.023,18.7,13.2,173
2020-12-03 16:09:24.746,18.6,13.1,169
2020-12-03 16:09:22.468,18.6,13.1,185
2020-12-03 16:09:20.191,18.6,13.1,177
2020-12-03 16:09:17.910,18.7,13.2,177
2020-12-03 16:09:15.632,18.7,13.2,177
2020-12-03 16:09:13.355,18.8,13.2,177
2020-12-03 16:09:11.078,18.8,13.2,178
2020-12-03 16:09:08.800,18.9,13.3,179
2020-12-03 16:09:06.519,18.9,13.3,181
2020-12-03 16:09:04.241,19.0,13.3,154
2020-12-03 16:09:01.964,19.0,13.3,190
2020-12-03 16:08:59.687,19.0,13.4,189
2020-12-03 16:08:57.409,19.0,13.4,190
2020-12-03 16:08:55.128,19.0,13.4,190
2020-12-03 16:08:52.851,19.0,13.4,189
2020-12-03 16:08:50.573,19.0,13.4,190
2020-12-03 16:08:48.296,19.0,13.5,190
2020-12-03 16:08:46.019,19.0,13.5,189
2020-12-03 16:08:43.737,19.0,13.5,190
2020-12-03 16:08:41.460,19.0,13.5,189
2020-12-03 16:08:39.183,19.0,13.4,189
2020-12-03 16:08:36.905,19.0,13.5,190
2020-12-03 16:08:34.624,19.0,13.5,187
2020-12-03 16:08:32.346,19.0,13.5,189
2020-12-03 16:08:30.069,19.0,13.5,190
2020-12-03 16:08:27.792,19.0,13.5,190
2020-12-03 16:08:25.514,19.0,13.5,189
2020-12-03 16:08:23.233,18.9,13.5,189
2020-12-03 16:08:20.956,18.9,13.5,182
2020-12-03 16:08:18.678,18.9,13.5,172
2020-12-03 16:08:16.401,18.9,13.5,173
2020-12-03 16:08:14.120,18.9,13.6,172
2020-12-03 16:08:11.842,18.9,13.6,172
2020-12-03 16:08:09.565,18.8,13.5,172
2020-12-03 16:08:07.287,18.8,13.5,172
2020-12-03 16:08:05.010,18.8,13.5,173
2020-12-03 16:08:02.729,18.9,13.6,174
2020-12-03 16:08:00.451,19.0,13.6,168
2020-12-03 16:07:58.174,19.0,13.7,166
2020-12-03 16:07:55.897,19.0,13.7,173
2020-12-03 16:07:53.619,19.0,13.7,167
2020-12-03 16:07:51.337,19.0,13.7,166
2020-12-03 16:07:49.060,19.0,13.7,166
2020-12-03 16:07:46.783,19.0,13.7,166
2020-12-03 16:07:44.505,19.0,13.7,166
2020-12-03 16:07:42.224,18.9,13.8,165
2020-12-03 16:07:39.947,19.0,13.8,164
2020-12-03 16:07:37.669,19.0,13.8,169
2020-12-03 16:07:35.392,19.0,13.8,169
2020-12-03 16:07:33.115,19.0,13.8,171
2020-12-03 16:07:30.833,19.0,13.8,170
2020-12-03 16:07:28.556,19.0,13.9,170
2020-12-03 16:07:26.279,19.0,13.9,169
2020-12-03 16:07:24.001,19.1,14.1,169
2020-12-03 16:07:21.724,19.2,14.2,170
2020-12-03 16:07:19.442,19.1,14.3,171
2020-12-03 16:07:17.165,19.2,14.4,172
2020-12-03 16:07:14.888,19.2,14.3,174
2020-12-03 16:07:12.610,19.1,14.3,173
2020-12-03 16:07:10.329,19.1,14.3,174
2020-12-03 16:07:08.052,19.1,14.2,175
2020-12-03 16:07:05.774,19.1,14.2,175
2020-12-03 16:07:03.497,19.1,14.2,171
2020-12-03 16:07:01.216,19.1,14.1,171
2020-12-03 16:06:58.938,19.1,14.1,170
2020-12-03 16:06:56.661,19.1,14.0,169
2020-12-03 16:06:54.384,19.1,13.9,169
2020-12-03 16:06:52.102,19.1,13.9,170
2020-12-03 16:06:49.825,19.1,13.9,170
2020-12-03 16:06:47.547,19.1,13.9,170
2020-12-03 16:06:45.270,19.1,13.9,176
2020-12-03 16:06:42.993,19.0,13.8,174
2020-12-03 16:06:40.711,19.1,13.9,176
2020-12-03 16:06:38.434,19.0,13.8,179
2020-12-03 16:06:36.157,19.1,13.9,174
2020-12-03 16:06:33.879,19.1,13.9,170
